24102016.053323,72,59,126
24102016.053323,99,55,199
24102016.053323,38,58,165
24102016.053323,6,70,2
24102016.053323,16,34,155
24102016.053323,90,95,134
24102016.053323,86,14,52
24102016.053323,9,9,6
24102016.053323,84,64,177
24102016.053323,2,56,106
24102016.053323,26,6,136
24102016.053323,59,74,162
24102016.053323,48,4,108
24102016.053323,7,51,157
24102016.053323,19,38,31
24102016.053323,43,83,17
24102016.053323,64,85,35
24102016.053323,12,9,162
24102016.053323,89,69,148
24102016.053323,98,41,145
24102016.053323,59,19,169
24102016.053323,39,71,127
24102016.053323,98,50,154
24102016.053323,11,27,146
24102016.053323,78,46,103
24102016.053323,88,4,108
24102016.053323,41,97,43
24102016.053323,46,80,129
24102016.053323,76,9,29
24102016.053323,25,75,147
24102016.053323,73,51,46
24102016.053323,5,4,193
24102016.053323,86,42,32
24102016.053323,26,64,109
24102016.053323,16,77,141
24102016.053323,56,0,155
24102016.053323,53,57,78
24102016.053323,0,87,117
24102016.053323,63,33,126
24102016.053323,99,4,82
24102016.053323,89,79,173
24102016.053323,44,67,109
24102016.053323,83,66,49
24102016.053323,94,22,78
24102016.053323,2,54,98
24102016.053323,94,6,171
24102016.053323,7,27,48
24102016.053323,93,45,75
24102016.053323,97,39,46
24102016.053323,51,53,15
24102016.053323,74,17,45
24102016.053323,54,89,20
24102016.053323,84,15,123
24102016.053323,76,88,186
24102016.053323,66,98,4
24102016.053323,17,58,58
24102016.053323,99,99,13
24102016.053323,85,64,37
24102016.053323,11,66,153
24102016.053323,63,99,99
24102016.053323,12,71,148
24102016.053323,76,76,116
24102016.053323,65,88,141
24102016.053323,14,88,137
24102016.053323,58,2,183
24102016.053323,75,99,15
24102016.053323,23,81,17
24102016.053323,88,12,193
24102016.053323,70,85,147
24102016.053323,57,31,84
24102016.053323,12,26,124
24102016.053323,16,78,140
24102016.053323,34,90,41
24102016.053323,64,76,99
24102016.053323,89,91,73
24102016.053323,47,0,125
24102016.053323,26,63,38
24102016.053323,71,52,23
24102016.053323,26,13,72
24102016.053323,20,18,87
24102016.053323,39,64,180
24102016.053323,99,75,45
24102016.053323,23,32,95
24102016.053323,86,73,123
24102016.053323,59,6,30
24102016.053323,39,99,67
24102016.053323,43,27,137
24102016.053323,99,70,51
24102016.053323,88,67,82
24102016.053323,63,0,127
24102016.053323,11,78,84
24102016.053323,90,94,127
24102016.053323,75,83,8
24102016.053323,78,18,50
24102016.053323,17,33,25
24102016.053323,98,64,145
24102016.053323,53,60,47
24102016.053323,97,5,176
24102016.053323,4,31,20
24102016.053323,52,19,127
24102016.053323,50,70,15
24102016.053323,40,60,7
24102016.053323,24,69,19
24102016.053323,74,60,61
24102016.053323,61,69,113
24102016.053323,59,74,56
24102016.053323,3,77,130
24102016.053323,61,55,172
24102016.053323,53,57,67
24102016.053323,46,33,142
24102016.053323,39,80,44
24102016.053323,16,25,43
24102016.053323,65,57,153
24102016.053323,73,96,185
24102016.053323,71,88,94
24102016.053323,31,69,104
24102016.053323,83,32,78
24102016.053323,79,75,126
24102016.053323,97,79,45
24102016.053323,36,56,59
24102016.053323,3,1,49
24102016.053323,6,96,70
24102016.053323,54,1,183
24102016.053323,10,89,104
24102016.053323,64,69,155
24102016.053323,57,41,33
24102016.053323,49,52,175
24102016.053323,77,6,31
24102016.053323,29,35,156
24102016.053323,66,97,38
24102016.053323,23,84,130
24102016.053323,97,36,178
24102016.053323,45,68,134
24102016.053323,39,12,0
24102016.053323,56,9,6
24102016.053323,86,69,106
24102016.053323,8,45,114
24102016.053323,60,38,144
24102016.053323,30,73,34
24102016.053323,84,8,166
24102016.053323,98,98,183
24102016.053323,51,17,35
24102016.053323,38,35,119
24102016.053323,17,52,34
24102016.053323,90,81,89
24102016.053323,64,18,199
24102016.053323,92,96,69
24102016.053323,28,58,63
24102016.053323,25,45,71
24102016.053323,32,6,166
24102016.053323,13,22,59
24102016.053323,46,20,69
24102016.053323,85,1,150
24102016.053323,21,67,150
24102016.053323,40,88,174
24102016.053323,28,10,106
24102016.053323,77,77,98
24102016.053323,12,22,147
24102016.053323,6,58,35
24102016.053323,35,40,126
24102016.053323,7,75,11
24102016.053323,47,8,91
24102016.053323,60,62,151
24102016.053323,77,16,21
24102016.053323,12,31,4
24102016.053323,26,68,174
24102016.053323,30,7,170
24102016.053323,92,11,136
24102016.053323,89,1,6
24102016.053323,44,88,159
24102016.053323,46,89,147
24102016.053323,57,34,144
24102016.053323,70,56,60
24102016.053323,58,80,106
24102016.053323,23,2,86
24102016.053323,19,29,72
24102016.053323,0,49,49
24102016.053323,69,37,155
24102016.053323,44,61,122
24102016.053323,82,71,86
24102016.053323,76,81,125
24102016.053323,91,35,31
24102016.053323,26,69,0
24102016.053323,11,98,157
24102016.053323,91,48,173
24102016.053323,21,66,131
24102016.053323,9,9,149
24102016.053323,70,59,27
24102016.053323,42,7,192
24102016.053323,67,31,62
24102016.053323,79,91,48
24102016.053323,4,0,34
24102016.053323,59,57,55
24102016.053323,35,94,5
24102016.053323,34,87,6
24102016.053323,63,93,61
24102016.053323,54,26,84
24102016.053323,63,80,66
24102016.053323,84,6,178
24102016.053323,43,20,129
24102016.053323,46,74,132
24102016.053323,95,39,193
24102016.053323,15,87,146
24102016.053323,75,5,182
24102016.053323,0,45,71
24102016.053323,64,95,56
24102016.053323,43,47,21
24102016.053323,70,49,1
24102016.053323,69,64,172
24102016.053323,52,52,105
24102016.053323,4,53,0
24102016.053323,76,88,143
24102016.053323,65,27,123
24102016.053323,38,34,94
24102016.053323,60,16,111
24102016.053323,32,42,112
24102016.053323,0,89,155
24102016.053323,2,64,184
24102016.053323,85,94,176
24102016.053323,56,27,13
24102016.053323,28,23,67
24102016.053323,26,21,6
24102016.053323,33,90,34
24102016.053323,11,63,95
24102016.053323,5,36,60
24102016.053323,83,6,190
24102016.053323,94,2,85
24102016.053323,8,21,110
24102016.053323,0,31,139
24102016.053323,64,85,122
24102016.053323,90,19,139
24102016.053323,17,13,59
24102016.053323,65,3,69
24102016.053323,68,55,121
24102016.053323,17,66,68
24102016.053323,59,45,3
24102016.053323,33,94,140
24102016.053323,8,40,72
24102016.053323,9,36,126
24102016.053323,53,4,185
24102016.053323,27,50,15
24102016.053323,65,76,84
24102016.053323,67,98,75
24102016.053323,46,42,134
24102016.053323,59,85,86
24102016.053323,59,43,62
24102016.053323,83,83,172
24102016.053323,53,19,112
24102016.053323,63,73,123
24102016.053323,47,46,35
24102016.053323,27,18,163
24102016.053323,41,35,92
24102016.053323,55,12,157
24102016.053323,53,24,110
24102016.053323,22,96,134
24102016.053323,82,68,178
24102016.053323,49,21,126
24102016.053323,3,56,83
24102016.053323,76,39,111
24102016.053323,47,7,35
24102016.053323,26,12,125
24102016.053323,99,9,25
24102016.053323,42,86,24
24102016.053323,93,38,121
24102016.053323,92,84,191
24102016.053323,60,25,101
24102016.053323,95,42,116
24102016.053323,68,55,124
24102016.053323,12,95,191
24102016.053323,49,68,166
24102016.053323,81,53,168
24102016.053323,26,78,68
24102016.053323,21,20,84
24102016.053323,51,72,106
24102016.053323,83,66,23
24102016.053323,41,83,1
24102016.053323,71,21,106
24102016.053323,5,54,188
24102016.053323,60,21,12
24102016.053323,11,22,139
24102016.053323,30,35,121
24102016.053323,93,15,142
24102016.053323,73,49,170
24102016.053323,25,34,110
24102016.053323,98,60,155
24102016.053323,92,53,130
24102016.053323,64,12,32
24102016.053323,23,10,69
24102016.053323,88,75,186
24102016.053323,27,5,0
24102016.053323,68,7,112
24102016.053323,49,24,25
24102016.053323,7,35,46
24102016.053323,6,82,68
24102016.053323,78,3,86
24102016.053323,54,90,23
24102016.053323,41,66,181
24102016.053323,79,1,39
24102016.053323,10,27,157
24102016.053323,39,37,173
24102016.053323,38,1,83
24102016.053323,41,27,143
24102016.053323,68,96,141
24102016.053323,15,98,175
24102016.053323,55,61,185
24102016.053323,15,65,133
24102016.053323,18,83,56
24102016.053323,93,45,170
24102016.053323,36,57,27
24102016.053323,48,15,179
24102016.053323,98,23,75
24102016.053323,52,3,115
24102016.053323,75,71,154
24102016.053323,15,64,55
24102016.053323,77,8,49
24102016.053323,33,36,37
24102016.053323,2,77,193
24102016.053323,76,30,199
24102016.053323,90,67,155
24102016.053323,12,32,174
24102016.053323,60,15,35
24102016.053323,66,53,105
24102016.053323,93,44,156
24102016.053323,25,46,116
24102016.053323,76,42,130
24102016.053323,80,70,166
24102016.053323,17,21,113
24102016.053323,90,11,114
24102016.053323,43,4,99
24102016.053323,13,82,69
24102016.053323,90,78,61
24102016.053323,71,42,33
24102016.053323,74,21,141
24102016.053323,52,6,103
24102016.053323,45,3,177
24102016.053323,73,65,45
24102016.053323,88,82,154
24102016.053323,60,18,43
24102016.053323,93,52,90
24102016.053323,88,68,69
24102016.053323,3,51,92
24102016.053323,72,18,23
24102016.053323,17,97,100
24102016.053323,72,22,118
24102016.053323,96,14,193
24102016.053323,10,8,56
24102016.053323,43,21,85
24102016.053323,72,45,5
24102016.053323,54,53,138
24102016.053323,24,92,0
24102016.053323,41,37,100
24102016.053323,63,51,71
24102016.053323,54,67,110
24102016.053323,33,79,178
24102016.053323,21,68,47
24102016.053323,63,43,176
24102016.053323,40,18,124
24102016.053323,29,71,20
24102016.053323,35,77,132
24102016.053323,51,63,20
24102016.053323,21,22,126
24102016.053323,13,8,105
24102016.053323,14,81,150
24102016.053323,12,23,157
24102016.053323,57,26,25
24102016.053323,88,31,145
24102016.053323,92,38,57
