24102016.053535,47,15,6
24102016.053535,68,12,108
24102016.053535,1,42,172
24102016.053535,4,69,172
24102016.053535,27,54,56
24102016.053535,42,43,57
24102016.053535,29,47,153
24102016.053535,91,48,117
24102016.053535,53,70,49
24102016.053535,2,97,22
24102016.053535,29,19,161
24102016.053535,42,7,181
24102016.053535,5,69,100
24102016.053535,91,56,117
24102016.053535,58,87,30
24102016.053535,78,60,144
24102016.053535,49,25,143
24102016.053535,5,16,9
24102016.053535,68,73,47
24102016.053535,85,27,187
24102016.053535,64,32,44
24102016.053535,10,44,196
24102016.053535,56,37,194
24102016.053535,41,30,164
24102016.053535,98,38,105
24102016.053535,26,65,155
24102016.053535,95,48,197
24102016.053535,87,17,0
24102016.053535,7,81,62
24102016.053535,59,6,165
24102016.053535,28,5,160
24102016.053535,93,41,195
24102016.053535,35,34,99
24102016.053535,39,98,194
24102016.053535,8,80,97
24102016.053535,91,58,113
24102016.053535,32,13,99
24102016.053535,75,20,95
24102016.053535,61,71,188
24102016.053535,67,13,10
24102016.053535,68,1,177
24102016.053535,41,18,61
24102016.053535,8,6,39
24102016.053535,0,58,4
24102016.053535,9,98,174
24102016.053535,23,35,34
24102016.053535,81,11,135
24102016.053535,45,75,59
24102016.053535,2,71,12
24102016.053535,15,71,111
24102016.053535,69,99,25
24102016.053535,59,30,179
24102016.053535,71,96,130
24102016.053535,87,79,153
24102016.053535,50,56,111
24102016.053535,95,78,14
24102016.053535,33,64,173
24102016.053535,13,26,197
24102016.053535,72,39,14
24102016.053535,38,18,88
24102016.053535,98,22,175
24102016.053535,57,90,155
24102016.053535,83,99,34
24102016.053535,75,11,63
24102016.053535,40,54,71
24102016.053535,55,45,100
24102016.053535,3,28,190
24102016.053535,83,92,79
24102016.053535,97,6,37
24102016.053535,3,85,6
24102016.053535,12,50,51
24102016.053535,10,15,68
24102016.053535,55,82,72
24102016.053535,0,27,52
24102016.053535,30,97,2
24102016.053535,42,17,160
24102016.053535,49,24,22
24102016.053535,45,80,59
24102016.053535,64,1,41
24102016.053535,52,7,76
24102016.053535,87,35,0
24102016.053535,24,52,144
24102016.053535,84,92,127
24102016.053535,55,13,35
24102016.053535,66,4,87
24102016.053535,21,5,166
24102016.053535,60,77,13
24102016.053535,85,61,81
24102016.053535,16,59,182
24102016.053535,63,44,196
24102016.053535,93,37,51
24102016.053535,54,26,11
24102016.053535,59,24,150
24102016.053535,62,0,179
24102016.053535,98,80,107
24102016.053535,44,27,48
24102016.053535,4,5,184
24102016.053535,32,76,126
24102016.053535,96,13,45
24102016.053535,12,35,196
24102016.053535,84,8,115
24102016.053535,46,54,35
24102016.053535,92,47,151
24102016.053535,58,81,132
24102016.053535,95,30,27
24102016.053535,83,86,94
24102016.053535,61,56,112
24102016.053535,96,13,126
24102016.053535,90,31,137
24102016.053535,20,96,197
24102016.053535,9,50,32
24102016.053535,26,46,87
24102016.053535,36,89,133
24102016.053535,4,48,119
24102016.053535,14,37,55
24102016.053535,55,75,24
24102016.053535,8,99,5
24102016.053535,68,24,158
24102016.053535,39,22,23
24102016.053535,47,15,130
24102016.053535,53,35,89
24102016.053535,75,16,196
24102016.053535,89,25,176
24102016.053535,8,29,78
24102016.053535,26,97,45
24102016.053535,22,78,138
24102016.053535,40,66,80
24102016.053535,88,28,73
24102016.053535,37,68,9
24102016.053535,22,28,12
24102016.053535,47,92,52
24102016.053535,21,75,67
24102016.053535,97,91,105
24102016.053535,83,71,193
24102016.053535,43,40,118
24102016.053535,77,45,49
24102016.053535,41,89,180
24102016.053535,22,89,127
24102016.053535,57,33,99
24102016.053535,21,1,8
24102016.053535,95,69,11
24102016.053535,29,80,76
24102016.053535,95,88,137
24102016.053535,24,41,90
24102016.053535,9,8,25
24102016.053535,7,58,144
24102016.053535,18,81,139
24102016.053535,37,56,148
24102016.053535,81,30,145
24102016.053535,55,2,62
24102016.053535,69,29,82
24102016.053535,2,87,125
24102016.053535,57,0,32
24102016.053535,28,10,81
24102016.053535,13,72,33
24102016.053535,28,21,75
24102016.053535,68,12,24
24102016.053535,62,65,12
24102016.053535,69,12,84
24102016.053535,31,3,87
24102016.053535,1,47,167
24102016.053535,69,16,3
24102016.053535,17,16,37
24102016.053535,68,8,40
24102016.053535,26,52,74
24102016.053535,43,76,30
24102016.053535,96,80,27
24102016.053535,18,48,165
24102016.053535,19,70,17
24102016.053535,38,64,164
24102016.053535,80,73,128
24102016.053535,11,89,131
24102016.053535,37,60,88
24102016.053535,31,6,4
24102016.053535,74,96,167
24102016.053535,80,39,78
24102016.053535,25,1,182
24102016.053535,77,83,191
24102016.053535,22,60,40
24102016.053535,6,45,77
24102016.053535,62,59,22
24102016.053535,46,53,82
24102016.053535,60,33,49
24102016.053535,85,57,5
24102016.053535,36,41,57
24102016.053535,88,20,96
24102016.053535,49,30,42
24102016.053535,54,23,135
24102016.053535,64,53,157
24102016.053535,50,81,165
24102016.053535,37,54,187
24102016.053535,18,76,29
24102016.053535,54,53,20
24102016.053535,41,12,198
24102016.053535,86,90,13
24102016.053535,39,18,7
24102016.053535,29,54,195
24102016.053535,89,40,108
24102016.053535,47,46,163
24102016.053535,82,25,140
24102016.053535,2,42,148
24102016.053535,33,26,48
24102016.053535,8,46,4
24102016.053535,84,61,180
24102016.053535,67,59,195
24102016.053535,91,15,113
24102016.053535,58,27,167
24102016.053535,72,77,25
24102016.053535,2,80,42
24102016.053535,66,26,89
24102016.053535,99,64,162
24102016.053535,34,40,117
24102016.053535,59,28,130
24102016.053535,30,66,118
24102016.053535,23,94,16
24102016.053535,4,19,143
24102016.053535,98,15,39
24102016.053535,54,76,76
24102016.053535,28,90,142
24102016.053535,34,4,111
24102016.053535,27,1,38
24102016.053535,49,14,9
24102016.053535,4,16,194
24102016.053535,0,6,32
24102016.053535,13,96,125
24102016.053535,50,57,41
24102016.053535,58,6,56
24102016.053535,23,14,132
24102016.053535,26,21,111
24102016.053535,82,85,144
24102016.053535,37,32,25
24102016.053535,28,42,187
24102016.053535,62,2,131
24102016.053535,40,23,47
24102016.053535,33,92,41
24102016.053535,53,25,29
24102016.053535,21,26,161
24102016.053535,84,23,70
24102016.053535,55,31,172
24102016.053535,95,87,31
24102016.053535,31,17,32
24102016.053535,10,24,120
24102016.053535,96,42,165
24102016.053535,73,79,26
24102016.053535,63,97,14
24102016.053535,11,53,189
24102016.053535,42,79,12
24102016.053535,71,11,174
24102016.053535,87,98,150
24102016.053535,65,66,145
24102016.053535,19,96,19
24102016.053535,79,99,149
24102016.053535,68,63,23
24102016.053535,67,60,35
24102016.053535,34,82,188
24102016.053535,37,22,115
24102016.053535,6,70,7
24102016.053535,24,46,120
24102016.053535,92,47,90
24102016.053535,59,43,156
24102016.053535,0,17,75
24102016.053535,85,54,70
24102016.053535,4,29,113
24102016.053535,60,44,101
24102016.053535,31,91,9
24102016.053535,51,28,157
24102016.053535,40,86,20
24102016.053535,25,69,84
24102016.053535,0,62,101
24102016.053535,83,98,160
24102016.053535,45,85,170
24102016.053535,38,88,27
24102016.053535,11,3,149
24102016.053535,25,20,106
24102016.053535,94,41,29
24102016.053535,98,5,23
24102016.053535,34,56,193
24102016.053535,44,98,61
24102016.053535,77,38,56
24102016.053535,11,61,15
24102016.053535,3,38,50
24102016.053535,27,97,20
24102016.053535,45,81,163
24102016.053535,78,76,199
24102016.053535,95,11,125
24102016.053535,69,15,144
24102016.053535,36,88,70
24102016.053535,22,60,27
24102016.053535,53,55,29
24102016.053535,15,96,72
24102016.053535,57,73,143
24102016.053535,13,96,81
24102016.053535,7,59,91
24102016.053535,87,34,114
24102016.053535,74,65,168
